set_id,fleet,year,month,day,lat,lon,hooks,sst,buoys,green,hawksbill,oliveridley,leatherback,loggerhead,turtle,total,turtle_CPUE,turtle_YN,fleetnr,sstcat,hookscat,buoyscat,cluster_label
10438_1,JV,2012,4,10,-34.75,26.23,2640,21.6,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_2,JV,2012,4,11,-34.52,26.47,2880,20.1,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_3,JV,2012,4,12,-34.55,26.28,2640,20.4,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_4,JV,2012,4,13,-35.26,24.75,2640,21.5,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_5,JV,2012,4,16,-34.64,26.25,2880,21.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_6,JV,2012,4,17,-34.41,26.54,2880,22.9,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_7,JV,2012,4,18,-34.63,26.26,2640,22.5,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_8,JV,2012,4,19,-34.59,26.15,2760,22.0,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_9,JV,2012,4,20,-34.6,26.02,2520,22.7,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_10,JV,2012,4,22,-34.35,26.4,1920,23.7,160,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
10438_11,JV,2012,4,23,-34.6,26.17,2640,23.3,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_12,JV,2012,4,24,-34.75,25.93,2760,21.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_13,JV,2012,4,25,-34.63,26.08,2760,20.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_14,JV,2012,4,26,-34.61,26.07,2400,22.1,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10438_15,JV,2012,4,27,-34.59,25.99,2520,21.0,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_16,JV,2012,4,28,-34.58,25.99,2760,21.3,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_17,JV,2012,4,29,-34.58,25.91,2760,21.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_18,JV,2012,5,1,-34.54,25.88,2760,22.1,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_19,JV,2012,5,2,-34.56,26.0,2880,22.0,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_20,JV,2012,5,3,-34.56,25.86,2520,22.7,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_21,JV,2012,5,5,-34.55,25.89,2880,21.8,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_22,JV,2012,5,6,-34.56,25.82,2880,22.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_23,JV,2012,5,7,-34.58,25.93,2880,20.4,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_24,JV,2012,5,8,-34.57,25.94,2880,20.6,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_25,JV,2012,5,9,-34.56,25.9,2880,20.2,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_26,JV,2012,5,10,-34.53,25.8,2880,20.0,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_27,JV,2012,5,11,-34.57,25.86,3000,18.2,250,0,0,0,0,0,0,0,0.0,0,1,3,6,3,1
10438_28,JV,2012,5,13,-37.03,21.05,2760,19.1,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
10438_29,JV,2012,5,14,-36.77,20.14,3000,19.9,250,0,0,0,0,0,0,0,0.0,0,1,3,6,3,1
10438_30,JV,2012,5,16,-35.8,19.21,3000,20.6,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_31,JV,2012,5,16,-35.18,17.34,2880,19.1,240,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
10438_32,JV,2012,5,18,-30.75,14.53,3240,18.5,270,0,0,0,0,0,0,0,0.0,0,1,3,6,3,0
10438_33,JV,2012,5,19,-30.84,15.0,3240,18.7,270,0,0,0,0,0,0,0,0.0,0,1,3,6,3,0
10438_34,JV,2012,5,20,-31.46,15.4,3240,18.0,270,0,0,0,0,0,0,0,0.0,0,1,3,6,3,0
10438_35,JV,2012,5,23,-34.68,25.24,3000,22.6,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_36,JV,2012,5,24,-34.63,25.33,3000,23.0,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_37,JV,2012,5,25,-34.47,25.36,3000,22.9,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_38,JV,2012,5,26,-34.63,25.38,3000,23.0,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_39,JV,2012,5,27,-34.64,25.35,3000,22.7,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_40,JV,2012,5,28,-34.62,25.37,3000,21.6,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_41,JV,2012,5,30,-34.62,25.41,2640,23.2,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_42,JV,2012,5,31,-34.64,25.4,2760,23.3,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_43,JV,2012,6,1,-34.67,25.55,2760,22.1,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_44,JV,2012,6,2,-34.65,25.47,2880,22.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_45,JV,2012,6,3,-34.63,25.46,2880,22.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_46,JV,2012,6,4,-34.63,25.52,3000,21.3,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_47,JV,2012,6,5,-34.65,25.55,3000,22.8,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_48,JV,2012,6,6,-34.62,25.51,2760,22.8,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_49,JV,2012,6,11,-33.95,27.09,2760,23.4,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_50,JV,2012,6,12,-33.96,27.1,2400,20.2,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10438_51,JV,2012,6,12,-34.58,25.55,2760,21.5,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_52,JV,2012,6,13,-34.63,25.23,2400,22.4,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10438_53,JV,2012,6,14,-34.4,25.41,2760,21.7,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_54,JV,2012,6,15,-34.56,25.6,2880,22.4,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_55,JV,2012,6,16,-34.53,25.63,2880,21.9,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_56,JV,2012,6,17,-34.59,25.69,2880,21.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_57,JV,2012,6,18,-34.59,25.68,2880,21.9,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_58,JV,2012,6,19,-34.6,25.69,2880,22.1,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_59,JV,2012,6,20,-34.59,25.68,2880,21.8,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_60,JV,2012,6,21,-34.6,25.66,2880,21.3,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10438_61,JV,2012,6,22,-34.59,25.67,3000,21.5,50,0,0,0,0,0,0,0,0.0,0,1,4,6,1,1
10438_62,JV,2012,6,23,-34.58,25.65,3000,21.5,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_63,JV,2012,6,24,-34.58,25.69,3000,21.7,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10438_64,JV,2012,6,27,-30.09,31.65,3000,23.5,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_65,JV,2012,6,28,-30.08,31.59,3120,23.3,260,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_66,JV,2012,6,29,-30.05,31.57,3120,23.3,260,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_67,JV,2012,6,30,-30.09,31.58,3240,23.4,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_68,JV,2012,6,1,-30.04,31.76,3000,23.4,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_69,JV,2012,7,2,-30.07,31.57,3240,23.3,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_70,JV,2012,7,3,-30.18,31.58,3120,22.2,260,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_71,JV,2012,7,4,-30.44,31.36,2880,23.3,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
10438_72,JV,2012,7,5,-30.66,31.17,3240,23.1,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_73,JV,2012,7,6,-30.76,31.1,3240,22.9,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_74,JV,2012,7,7,-30.72,31.14,2880,22.7,240,0,0,0,0,0,0,0,0.0,0,1,4,5,2,2
10438_75,JV,2012,7,8,-30.72,31.26,3240,22.8,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_76,JV,2012,7,9,-30.77,31.25,3240,22.8,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_77,JV,2012,7,10,-30.73,31.26,3240,23.0,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_78,JV,2012,7,11,-30.63,31.38,3240,22.7,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_79,JV,2012,7,12,-30.67,31.38,3240,22.4,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_80,JV,2012,7,13,-30.63,31.39,3240,22.6,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_81,JV,2012,7,14,-30.66,31.27,1560,23.1,130,0,0,0,0,0,0,0,0.0,0,1,4,3,1,2
10438_82,JV,2012,7,16,-30.48,31.5,2040,22.3,170,0,0,0,0,0,0,0,0.0,0,1,4,4,1,2
10438_83,JV,2012,7,16,-30.4,31.6,2400,22.4,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,2
10438_84,JV,2012,7,17,-30.15,31.55,3000,22.3,250,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_85,JV,2012,7,18,-30.33,31.31,3240,22.1,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_86,JV,2012,7,19,-30.33,31.3,3240,22.2,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_87,JV,2012,7,20,-30.34,31.3,3240,21.9,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_88,JV,2012,7,21,-30.34,31.33,3240,22.5,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10438_89,JV,2012,7,22,-30.17,31.46,3240,22.5,270,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10441_1,JV,2012,4,12,-34.45,26.28,2530,20.1,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_2,JV,2012,4,14,-34.92,25.92,1540,19.0,140,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
10441_3,JV,2012,4,16,-34.52,26.25,1925,18.9,175,0,0,0,0,0,0,0,0.0,0,1,3,3,1,1
10441_4,JV,2012,4,16,-34.5,26.4,2420,20.1,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_5,JV,2012,4,17,-34.52,26.37,2420,21.2,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_6,JV,2012,4,19,-34.53,26.33,1650,21.9,150,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
10441_8,JV,2012,4,20,-34.52,26.13,2310,22.0,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_9,JV,2012,4,22,-34.52,26.1,1155,22.3,105,0,0,0,0,0,0,0,0.0,0,1,4,2,1,1
10441_10,JV,2012,4,23,-34.52,26.2,2255,22.8,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_11,JV,2012,4,24,-34.52,26.08,2420,22.3,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_12,JV,2012,4,26,-34.52,26.17,2255,22.6,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_13,JV,2012,4,26,-34.52,26.13,2255,21.4,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_14,JV,2012,4,27,-34.52,26.08,2200,21.7,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_15,JV,2012,4,28,-34.52,26.07,2365,21.6,215,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_16,JV,2012,4,30,-34.52,26.03,2475,20.8,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_17,JV,2012,5,1,-34.5,25.95,2475,22.2,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_18,JV,2012,5,2,-34.5,26.02,2475,21.5,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_19,JV,2012,5,3,-34.5,25.9,1760,22.6,160,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
10441_20,JV,2012,5,5,-34.5,25.95,2475,22.2,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_21,JV,2012,5,6,-34.5,25.85,2530,22.5,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_22,JV,2012,5,7,-34.52,25.98,2530,21.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_23,JV,2012,5,8,-34.53,25.97,2530,20.4,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_24,JV,2012,5,9,-34.52,25.97,2310,20.0,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_25,JV,2012,5,10,-34.52,25.87,2420,22.1,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_26,JV,2012,5,11,-34.52,25.9,2420,18.0,220,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
10441_27,JV,2012,5,12,-34.52,25.92,2530,21.6,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_28,JV,2012,5,13,-34.52,25.85,2530,21.8,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_29,JV,2012,5,14,-34.52,25.85,2530,21.7,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_30,JV,2012,5,15,-34.48,25.68,2530,22.0,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_31,JV,2012,5,16,-34.5,25.73,2585,20.3,235,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_32,JV,2012,5,21,-34.57,25.4,2530,22.2,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_33,JV,2012,5,22,-34.57,25.57,2530,20.7,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_34,JV,2012,5,23,-34.37,25.4,2530,22.1,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_35,JV,2012,5,24,-34.52,25.63,2420,22.5,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_36,JV,2012,5,26,-34.52,25.67,2365,22.3,215,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_37,JV,2012,5,27,-34.52,25.52,2530,22.3,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_38,JV,2012,5,28,-34.52,25.65,2420,21.7,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_39,JV,2012,5,29,-34.53,25.67,2530,20.8,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_40,JV,2012,5,30,-34.52,25.57,2420,22.7,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_41,JV,2012,5,31,-34.48,25.47,2255,23.3,205,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_42,JV,2012,6,2,-34.48,25.95,2420,22.1,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_43,JV,2012,6,2,-34.52,25.58,2530,22.5,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_44,JV,2012,6,3,-34.52,25.57,2475,22.4,22,0,0,0,0,0,0,0,0.0,0,1,4,4,1,1
10441_45,JV,2012,6,5,-34.55,25.77,2475,20.4,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_46,JV,2012,6,5,-34.52,25.65,2310,21.6,210,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_47,JV,2012,6,7,-34.55,25.8,2420,20.8,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_48,JV,2012,6,10,-34.52,25.78,2530,20.9,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_49,JV,2012,6,12,-34.5,25.62,2475,21.3,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_50,JV,2012,6,13,-34.53,25.35,2365,22.2,215,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_52,JV,2012,6,15,-34.52,24.73,2530,22.0,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_53,JV,2012,6,16,-34.52,25.75,2475,21.9,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_54,JV,2012,6,17,-34.53,25.78,2420,22.4,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_55,JV,2012,6,18,-34.55,25.82,2475,20.6,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_56,JV,2012,6,19,-34.53,25.8,2420,22.4,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_57,JV,2012,6,21,-34.53,25.8,2420,21.4,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_58,JV,2012,6,22,-34.53,25.82,2420,20.9,220,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_59,JV,2012,6,22,-34.53,25.78,2475,20.9,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_60,JV,2012,6,23,-34.53,25.72,2475,21.0,225,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_61,JV,2012,6,24,-34.55,25.75,2365,21.4,215,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10441_62,JV,2012,6,25,-34.57,25.78,2530,22.3,230,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10441_63,JV,2012,6,27,-34.67,26.0,2530,19.0,230,0,0,0,0,0,0,0,0.0,0,1,3,5,2,1
10441_64,JV,2012,6,29,-34.85,34.9,1760,22.8,160,0,0,0,0,0,0,0,0.0,0,1,4,3,1,2
10450_1,JV,2012,4,23,-34.98,24.7,2400,19.1,200,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
10450_2,JV,2012,4,24,-35.06,25.11,2640,20.6,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_3,JV,2012,4,25,-34.8,25.02,2640,22.8,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_4,JV,2012,4,26,-34.73,26.08,2520,22.9,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_5,JV,2012,4,27,-34.76,25.78,2600,22.0,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_6,JV,2012,4,29,-34.45,26.15,2520,20.9,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_7,JV,2012,4,30,-34.45,26.1,2400,18.8,200,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
10450_8,JV,2012,5,1,-34.45,25.99,2640,21.8,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_9,JV,2012,5,2,-34.45,26.06,2640,21.7,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_10,JV,2012,5,4,-34.45,25.92,1800,21.3,150,0,0,0,0,0,0,0,0.0,0,1,4,3,1,1
10450_11,JV,2012,5,5,-34.45,25.98,2712,21.3,226,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_12,JV,2012,5,6,-34.45,25.97,2700,22.5,225,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_13,JV,2012,5,8,-34.49,26.09,2520,22.4,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_14,JV,2012,5,9,-34.48,26.06,2520,21.2,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_15,JV,2012,5,10,-34.46,26.04,2520,20.0,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_16,JV,2012,5,11,-34.46,25.95,2520,21.1,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_17,JV,2012,5,12,-34.47,25.98,2400,19.8,200,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
10450_18,JV,2012,5,12,-34.46,26.0,2600,20.6,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_19,JV,2012,5,13,-34.46,25.92,2620,22.0,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_20,JV,2012,5,14,-34.63,25.61,2640,22.5,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_21,JV,2012,5,15,-34.61,25.97,2520,20.2,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_22,JV,2012,5,16,-34.59,25.58,2400,19.0,200,0,0,0,0,0,0,0,0.0,0,1,3,4,2,1
10450_23,JV,2012,5,21,-34.67,25.29,2640,22.2,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_24,JV,2012,5,22,-34.66,25.44,2640,21.0,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_25,JV,2012,5,23,-34.62,25.28,2640,20.9,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_26,JV,2012,5,24,-34.61,25.42,2400,22.8,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10450_27,JV,2012,5,25,-34.59,25.85,2640,22.2,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_28,JV,2012,5,26,-34.61,25.49,2640,23.0,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_29,JV,2012,5,27,-34.6,25.48,2640,22.0,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_30,JV,2012,5,28,-34.6,25.51,2640,21.3,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_31,JV,2012,5,30,-34.58,25.97,2520,20.4,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_32,JV,2012,5,31,-34.56,25.36,2640,22.9,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_33,JV,2012,6,2,-34.63,25.87,2520,21.6,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_34,JV,2012,6,2,-34.58,25.85,2640,21.8,220,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_35,JV,2012,6,3,-34.57,25.46,2520,22.4,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_36,JV,2012,6,4,-34.62,25.62,2520,21.2,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10450_37,JV,2012,6,5,-34.6,25.5,2160,21.7,180,0,0,0,0,0,0,0,0.0,0,1,4,4,1,1
10450_38,JV,2012,6,6,-34.57,25.47,2400,24.1,200,0,0,0,0,0,0,0,0.0,0,1,4,4,2,1
10450_39,JV,2012,6,10,-34.6,25.1,2520,22.0,210,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10451_1,JV,2012,4,26,-31.75,30.07,3276,24.37,273,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10451_2,JV,2012,4,27,-31.08,30.88,3336,23.87,278,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_3,JV,2012,4,28,-30.55,31.25,3396,24.36,283,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_4,JV,2012,4,29,-30.24,31.5,3384,24.85,282,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_5,JV,2012,4,30,-30.17,31.58,3396,24.82,283,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_6,JV,2012,5,1,-30.1,31.67,3336,24.72,278,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_7,JV,2012,5,2,-29.97,31.87,3384,24.56,282,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_8,JV,2012,5,3,-29.85,31.94,3360,24.74,280,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_9,JV,2012,5,4,-30.19,31.59,3384,24.74,282,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_10,JV,2012,5,5,-30.21,31.59,3360,24.4,280,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_11,JV,2012,5,6,-30.2,31.58,3348,24.43,279,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_12,JV,2012,5,7,-30.25,31.47,3360,24.54,280,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_13,JV,2012,5,8,-29.92,32.04,3408,24.68,284,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_14,JV,2012,5,10,-30.45,31.45,3372,24.5,281,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_15,JV,2012,5,11,-30.63,31.25,3372,24.8,281,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_16,JV,2012,5,12,-30.62,31.2,3372,24.01,281,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_17,JV,2012,5,13,-30.87,31.1,3348,24.88,279,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_18,JV,2012,5,14,-30.87,31.07,3408,24.94,284,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_19,JV,2012,5,15,-30.78,31.49,3384,24.41,282,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_20,JV,2012,5,16,-30.25,31.93,3348,24.88,279,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_21,JV,2012,5,17,-30.63,31.09,3480,24.88,290,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_22,JV,2012,5,18,-30.73,31.08,3384,25.01,282,0,0,0,0,0,0,0,0.0,0,1,5,6,4,2
10451_23,JV,2012,5,20,-30.76,31.12,3132,24.84,261,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10451_24,JV,2012,5,21,-30.58,31.13,3096,24.8,258,0,0,0,0,0,0,0,0.0,0,1,4,6,3,2
10451_25,JV,2012,5,21,-30.62,31.2,3432,24.64,286,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_26,JV,2012,5,22,-32.04,29.78,3372,24.31,281,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_27,JV,2012,5,23,-33.38,27.93,3588,24.11,299,0,0,0,0,0,0,0,0.0,0,1,4,6,4,2
10451_28,JV,2012,5,25,-34.09,26.83,3132,23.88,261,0,0,0,0,0,0,0,0.0,0,1,4,6,3,1
10451_29,JV,2012,5,25,-34.7,25.25,2988,20.5,249,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
10451_30,JV,2012,5,26,-34.68,25.32,2928,22.86,244,0,0,0,0,0,0,0,0.0,0,1,4,5,2,1
