set_id,fleet,year,month,day,lat,lon,hooks,sst,buoys,green,hawksbill,oliveridley,leatherback,loggerhead,turtle,total
11553_13,JV,2015,4,11,-36.95,21.50,2640,20.70,220,0,0,0,0,0,0,0
11553_14,JV,2015,4,12,-36.93,21.48,1920,20.80,160,0,0,0,0,0,0,0
11553_15,JV,2015,4,16,-36.92,21.70,1920,18.80,160,0,0,0,0,0,0,0
11553_16,JV,2015,4,18,-36.92,21.37,2676,20.20,223,0,0,0,0,0,0,0
11553_17,JV,2015,4,19,-36.92,21.35,2640,20.50,220,0,0,0,0,0,0,0
11553_18,JV,2015,4,20,-36.92,21.23,2676,20.10,223,0,0,0,0,0,0,0
11553_19,JV,2015,4,22,-34.95,24.15,2712,19.20,226,0,0,0,0,0,0,0
11553_20,JV,2015,4,23,-34.93,24.03,2676,18.50,222,0,0,0,0,0,0,0
11553_21,JV,2015,4,25,-34.93,24.25,1320,22.50,110,0,0,0,0,0,0,0
11553_22,JV,2015,4,25,-34.87,24.97,2640,17.90,220,0,0,0,0,0,0,0
11553_23,JV,2015,4,26,-34.83,25.05,2676,18.30,223,0,0,0,0,0,0,0
11553_24,JV,2015,4,27,-34.82,25.00,2724,21.70,227,0,0,0,0,0,0,0
11553_25,JV,2015,4,28,-34.87,25.13,1200,18.40,100,0,0,0,0,0,0,0
11553_26,JV,2015,4,30,-34.87,25.27,2676,18.10,223,0,0,0,0,0,0,0
11553_27,JV,2015,5,1,-34.83,25.18,2676,18.20,223,0,0,0,0,0,0,0
11553_28,JV,2015,5,2,-34.83,25.17,2640,19.10,220,0,0,0,0,0,0,0
11553_29,JV,2015,5,4,-34.52,25.52,2676,17.70,223,0,0,0,0,0,0,0
11553_30,JV,2015,5,6,-34.48,25.48,2184,21.90,182,0,0,0,0,0,0,0
11553_31,JV,2015,5,6,-34.52,25.58,2700,20.90,225,0,0,0,0,0,0,0
11553_32,JV,2015,5,7,-34.52,25.55,2748,22.80,229,0,0,0,0,0,0,0
11553_33,JV,2015,5,8,-34.80,24.73,2640,22.00,220,0,0,0,0,0,0,0
11553_34,JV,2015,5,9,-34.70,24.67,2740,21.70,230,0,0,0,0,0,0,0
11553_35,JV,2015,5,10,-34.85,24.78,2640,22.50,220,0,0,0,0,0,0,0
11553_36,JV,2015,5,12,-34.50,25.60,2640,20.80,220,0,0,0,0,0,0,0
11553_37,JV,2015,5,12,-34.50,25.60,2760,20.20,230,0,0,0,0,0,0,0
11553_38,JV,2015,5,13,-34.50,25.63,2760,22.40,230,0,0,0,0,0,0,0
11553_39,JV,2015,5,15,-34.50,25.70,2724,21.20,227,0,0,0,0,0,0,0
11553_40,JV,2015,5,16,-34.50,25.68,2832,21.40,236,0,0,0,0,0,0,0
11553_41,JV,2015,5,17,-34.50,25.72,2820,19.70,235,0,0,0,0,0,0,0
11553_42,JV,2015,5,18,-34.53,25.80,2808,19.40,234,0,0,0,0,0,0,0
11553_43,JV,2015,5,19,-34.50,25.65,2784,20.10,232,0,0,0,0,0,0,0
11553_44,JV,2015,5,20,-34.50,25.65,2460,22.70,205,0,0,0,0,0,0,0
11553_45,JV,2015,5,21,-34.50,25.67,2400,24.00,201,0,0,0,0,0,0,0
11553_46,JV,2015,5,23,-34.50,25.57,2424,21.60,202,0,0,0,0,0,0,0
11553_47,JV,2015,5,23,-34.48,25.70,2664,20.20,222,0,0,0,0,0,0,0
11553_48,JV,2015,5,24,-34.48,25.72,2664,20.00,222,0,0,0,0,0,0,0
11553_49,JV,2015,5,25,-34.48,25.70,2712,20.00,226,0,0,0,0,0,0,0
11553_50,JV,2015,5,26,-34.50,25.75,2640,19.90,220,0,0,0,0,0,0,0
11553_51,JV,2015,5,27,-34.52,25.78,2760,19.90,230,0,0,0,0,0,0,0
11553_52,JV,2015,5,28,-34.53,25.88,2760,19.40,230,0,0,0,0,0,0,0
11553_53,JV,2015,5,29,-34.53,25.87,2400,19.50,200,0,0,0,0,0,0,0
11553_54,JV,2015,5,31,-34.52,25.60,2400,19.00,200,0,0,0,0,0,0,0
11553_55,JV,2015,6,1,-34.48,25.60,2400,19.40,200,0,0,0,0,0,0,0
11553_56,JV,2015,6,2,-34.50,25.45,2280,18.80,190,0,0,0,0,0,0,0
11554_1,JV,2015,3,31,-36.83,21.59,2695,21.30,245,0,0,0,0,0,0,0
11554_2,JV,2015,4,2,-36.83,21.50,2530,20.30,230,0,0,0,0,0,0,0
11554_3,JV,2015,4,4,-37.04,21.32,1650,22.90,150,0,0,0,0,0,0,0
11554_4,JV,2015,4,4,-36.83,21.45,2255,19.30,205,0,0,0,0,0,0,0
11554_5,JV,2015,4,5,-36.83,21.35,2200,21.00,200,0,0,0,0,0,0,0
11554_6,JV,2015,4,6,-36.83,21.36,2365,21.40,215,0,0,0,0,0,0,0
11554_7,JV,2015,4,7,-36.83,21.56,2475,20.40,225,0,0,0,0,0,0,0
11554_8,JV,2015,4,8,-36.83,21.56,2530,19.10,230,0,0,0,0,0,0,0
11554_9,JV,2015,4,9,-36.83,21.63,2420,18.70,220,0,0,0,0,0,0,0
11554_10,JV,2015,4,10,-36.83,21.62,2310,21.50,210,0,0,0,0,0,0,0
11554_11,JV,2015,4,11,-36.83,21.65,2310,21.40,210,0,0,0,0,0,0,0
11554_12,JV,2015,4,12,-36.83,21.53,1980,22.00,180,0,0,0,0,0,0,0
11554_13,JV,2015,4,16,-36.83,21.64,2310,18.60,210,0,0,0,0,0,0,0
11554_14,JV,2015,4,17,-36.83,21.49,2310,18.70,210,0,0,0,0,0,0,0
11554_15,JV,2015,4,18,-36.83,21.41,2365,21.30,215,0,0,0,0,0,0,0
11554_16,JV,2015,4,19,-36.83,21.42,2365,21.30,215,0,0,0,0,0,0,0
11554_17,JV,2015,4,20,-36.84,21.28,2310,22.10,210,0,0,0,0,0,0,0
11554_18,JV,2015,4,22,-34.69,25.45,2310,18.30,210,0,0,0,0,0,0,0
11554_19,JV,2015,4,23,-34.68,21.54,2365,18.90,215,0,0,0,0,0,0,0
11554_20,JV,2015,4,25,-34.78,25.28,1265,19.30,115,0,0,0,0,0,0,0
11554_21,JV,2015,4,25,-34.62,25.70,2365,17.90,215,0,0,0,0,0,0,0
11554_22,JV,2015,4,26,-34.61,25.63,2365,20.80,215,0,0,0,0,0,0,0
11554_23,JV,2015,4,27,-34.63,25.75,2420,20.20,220,0,0,0,0,0,0,0
11554_24,JV,2015,4,29,-34.63,25.76,1320,17.90,120,0,0,0,0,0,0,0
11554_25,JV,2015,4,30,-34.61,25.61,2365,18.50,215,0,0,0,0,0,0,0
11554_26,JV,2015,5,1,-34.62,25.68,2255,18.70,205,0,0,0,0,0,0,0
11554_27,JV,2015,5,2,-34.61,25.60,2365,21.60,215,0,0,0,0,0,0,0
11554_28,JV,2015,5,3,-34.58,25.44,2475,18.00,225,0,0,0,0,0,0,0
11554_29,JV,2015,5,6,-34.57,25.32,1760,22.60,160,0,0,0,0,0,0,0
11554_30,JV,2015,5,7,-36.83,21.45,2475,22.90,225,0,0,0,0,0,0,0
11554_31,JV,2015,5,8,-36.53,21.84,2530,20.40,230,0,0,0,0,0,0,0
11554_32,JV,2015,5,11,-34.63,25.25,2475,22.50,225,0,0,0,0,0,0,0
11554_33,JV,2015,5,11,-34.64,25.40,2640,21.80,240,0,0,0,0,0,0,0
11554_34,JV,2015,5,12,-34.62,25.36,2530,20.50,230,0,0,0,0,0,0,0
11554_35,JV,2015,5,13,-34.62,25.32,2585,19.60,235,0,0,0,0,0,0,0
11554_36,JV,2015,5,14,-34.52,25.66,2640,22.60,240,0,0,0,0,0,1,1
11556_1,JV,2015,4,2,-36.67,21.62,3288,20.50,274,0,0,0,0,0,0,0
11556_2,JV,2015,4,4,-36.90,21.40,2616,20.40,218,0,0,0,0,0,0,0
11556_3,JV,2015,4,5,-36.98,21.37,2412,21.00,201,0,0,0,0,0,0,0
11556_4,JV,2015,4,5,-36.92,21.27,2748,20.70,229,0,0,0,0,0,0,0
11556_5,JV,2015,4,6,-36.87,21.25,2868,20.70,239,0,0,0,0,0,0,0
11556_6,JV,2015,4,7,-36.67,21.68,2856,18.00,238,0,0,0,0,0,0,0
11556_7,JV,2015,4,8,-36.67,21.72,2856,18.10,238,0,0,0,0,0,0,0
11556_8,JV,2015,4,9,-36.67,21.75,2844,18.10,237,0,0,0,0,0,0,0
11556_9,JV,2015,4,10,-36.67,21.70,2856,19.60,238,0,0,0,0,0,0,0
11556_10,JV,2015,4,11,-36.75,21.65,2904,20.80,230,0,0,0,0,0,0,0
11556_11,JV,2015,4,12,-36.75,21.57,2628,21.30,219,0,0,0,0,0,0,0
11556_12,JV,2015,4,14,-36.77,21.75,1896,23.40,158,0,0,0,0,0,0,0
11556_13,JV,2015,4,15,-36.78,21.97,1920,19.00,160,0,0,0,0,0,0,0
11556_14,JV,2015,4,16,-36.75,21.75,2148,22.10,170,0,0,0,0,0,0,0
11556_15,JV,2015,4,16,-36.75,21.68,2640,19.10,220,0,0,0,0,0,0,0
11556_16,JV,2015,4,17,-36.75,21.50,2628,19.30,219,0,0,0,0,0,0,0
11556_17,JV,2015,4,18,-36.75,21.37,2904,20.00,242,0,0,0,0,0,0,0
11556_18,JV,2015,4,19,-36.75,21.33,3096,20.30,258,0,0,0,0,0,0,0
11556_19,JV,2015,4,20,-36.73,21.32,2892,22.40,241,0,0,0,0,0,0,0
11556_20,JV,2015,4,21,-36.75,21.50,2964,21.50,247,0,0,0,0,0,0,0
11556_21,JV,2015,4,22,-36.75,21.68,2904,21.60,242,0,0,0,0,0,0,0
11556_22,JV,2015,4,23,-36.75,21.62,2892,20.90,241,0,0,0,0,0,0,0
11556_23,JV,2015,4,25,-34.63,25.53,2678,18.00,223,0,0,0,0,0,0,0
11556_24,JV,2015,4,26,-34.63,25.50,2892,18.00,241,0,0,0,0,0,0,0
11556_25,JV,2015,4,27,-34.55,25.92,3144,20.40,262,0,0,0,0,0,0,0
11570_1,JV,2015,4,25,-34.90,24.27,2640,23.70,240,0,0,0,0,0,0,0
11570_2,JV,2015,4,26,-34.88,24.35,2640,22.40,240,0,0,0,0,0,0,0
11570_3,JV,2015,4,27,-34.73,25.05,2717,23.80,247,0,0,0,0,0,0,0
11570_4,JV,2015,4,28,-34.75,25.17,2200,20.70,200,0,0,0,0,0,0,0
11570_5,JV,2015,4,30,-34.92,25.18,2772,19.40,252,0,0,0,0,0,0,0
11570_6,JV,2015,5,1,-34.79,25.36,2607,19.80,237,0,0,0,0,0,0,0
11570_7,JV,2015,5,2,-34.79,25.31,2640,22.00,240,0,0,0,0,0,0,0
11570_8,JV,2015,5,3,-34.78,25.18,2640,21.60,240,0,0,0,0,0,0,0
11570_9,JV,2015,5,5,-34.56,25.50,1980,18.40,180,0,0,0,0,0,0,0
11570_10,JV,2015,5,5,-34.69,25.00,2123,21.60,193,0,0,0,0,0,0,0
11570_11,JV,2015,5,6,-34.60,25.52,2640,23.80,240,0,0,0,0,0,0,0
11570_12,JV,2015,5,7,-34.60,25.45,2860,23.40,260,0,0,0,0,0,0,0
11570_13,JV,2015,5,8,-34.57,25.54,2860,22.80,260,0,0,0,0,0,0,0
11570_14,JV,2015,5,9,-34.63,25.26,2640,22.90,240,0,0,0,0,0,0,0
11570_15,JV,2015,5,11,-34.58,25.42,2640,24.70,240,0,0,0,0,0,0,0
11570_16,JV,2015,5,11,-34.58,25.50,2860,23.80,260,0,0,0,0,0,0,0
11570_17,JV,2015,5,12,-34.58,25.52,2860,24.20,260,0,0,0,0,0,0,0
11570_18,JV,2015,5,13,-34.57,25.44,2860,22.10,260,0,0,0,0,0,0,0
11570_19,JV,2015,5,14,-34.58,25.50,2860,24.30,260,0,0,0,0,0,0,0
11570_20,JV,2015,5,15,-34.59,25.58,2860,20.70,260,0,0,0,0,0,0,0
11570_21,JV,2015,5,16,-34.58,25.48,2640,21.40,240,0,0,0,0,0,0,0
11570_22,JV,2015,5,17,-34.58,25.51,2893,20.30,263,0,0,0,0,0,0,0
11570_23,JV,2015,5,18,-34.59,25.61,2860,18.70,260,0,0,0,0,0,0,0
11570_24,JV,2015,5,19,-34.58,25.53,2860,19.70,260,0,0,0,0,0,0,0
11570_25,JV,2015,5,20,-34.58,25.47,2684,24.40,244,0,0,0,0,0,0,0
11570_26,JV,2015,5,21,-34.57,25.46,2431,24.20,221,0,0,0,0,0,0,0
11570_27,JV,2015,5,22,-35.57,25.45,2651,24.10,241,0,0,0,0,0,0,0
11570_28,JV,2015,5,23,-34.57,25.52,2871,23.70,261,0,0,0,0,0,0,0
11570_29,JV,2015,5,24,-34.58,25.59,2849,23.80,259,0,0,0,0,0,0,0
11570_30,JV,2015,5,25,-34.57,25.65,2695,22.20,245,0,0,0,0,0,0,0
11570_31,JV,2015,5,26,-34.58,25.68,2772,22.20,252,0,0,0,0,0,0,0
11570_32,JV,2015,5,27,-34.57,25.73,2860,19.50,260,0,0,0,0,0,0,0
11570_33,JV,2015,5,28,-34.62,25.78,2860,19.20,260,0,0,0,0,0,0,0
11570_34,JV,2015,5,30,-34.63,25.55,1540,23.20,140,0,0,0,0,1,0,1
11570_35,JV,2015,5,31,-34.62,25.55,2211,19.20,201,0,0,0,0,0,0,0
11570_36,JV,2015,5,31,-34.62,25.52,2761,20.70,251,0,0,0,0,0,0,0
11570_37,JV,2015,6,1,-34.56,25.52,2651,21.00,241,0,0,0,0,0,0,0
11570_38,JV,2015,6,2,-34.58,25.39,2882,20.60,262,0,0,0,0,0,0,0
11570_39,JV,2015,6,4,-34.54,25.49,2420,22.10,220,0,0,0,0,0,0,0
11570_40,JV,2015,6,5,-34.54,25.54,2651,22.30,241,0,0,0,0,0,0,0
11570_41,JV,2015,6,7,-36.92,21.08,2827,18.60,257,0,0,0,0,0,0,0
11570_42,JV,2015,6,8,-36.89,20.92,2640,19.20,240,0,0,0,0,0,0,0
11570_43,JV,2015,6,9,-36.88,20.53,2882,19.60,262,0,0,0,0,0,0,0
11570_44,JV,2015,6,11,-36.83,21.54,2706,19.60,246,0,0,0,0,0,0,0
11570_45,JV,2015,6,11,-36.78,21.42,2871,19.40,261,0,0,0,0,0,0,0
11570_46,JV,2015,6,13,-36.80,21.09,2277,19.70,207,0,0,0,0,0,0,0
11570_47,JV,2015,6,14,-36.83,21.12,2035,19.10,185,0,0,0,0,0,0,0
11570_48,JV,2015,6,14,-36.88,21.26,2420,20.70,220,0,0,0,0,0,0,0
11570_49,JV,2015,6,16,-36.85,21.33,2200,18.60,200,0,0,0,0,0,0,0
11570_50,JV,2015,6,17,-34.57,25.76,2860,22.00,260,0,0,0,0,0,0,0
11570_51,JV,2015,6,18,-34.60,25.92,2871,21.90,261,0,0,0,0,0,0,0
11570_52,JV,2015,6,19,-34.55,25.67,2860,22.20,260,0,0,0,0,0,0,0
11570_53,JV,2015,6,20,-34.90,25.39,2849,22.10,259,0,0,0,0,0,0,0
11570_54,JV,2015,6,21,-35.46,24.25,2860,22.90,260,0,0,0,0,0,0,0
11570_55,JV,2015,6,23,-36.83,21.85,2871,23.00,261,0,0,0,0,0,0,0
11570_56,JV,2015,6,23,-36.78,21.34,2640,20.60,240,0,0,0,0,0,0,0
11570_57,JV,2015,6,24,-36.78,21.22,1760,19.90,160,0,0,0,0,0,0,0
11570_58,JV,2015,6,25,-36.82,21.30,2860,20.20,260,0,0,0,0,0,0,0
11570_59,JV,2015,6,26,-36.80,20.89,2871,19.10,261,0,0,0,0,0,0,0
11570_60,JV,2015,6,27,-36.87,21.17,2860,19.20,260,0,0,0,0,0,0,0
11570_61,JV,2015,6,28,-36.82,21.20,2871,19.90,261,0,0,0,0,1,0,1
11570_62,JV,2015,6,29,-36.93,21.20,2860,20.10,260,0,0,0,0,0,0,0
11570_63,JV,2015,6,30,-36.84,21.19,2860,21.00,260,0,0,0,0,0,0,0
11570_64,JV,2015,7,1,-36.83,21.45,2871,19.20,261,0,0,0,0,0,0,0
11570_65,JV,2015,7,2,-36.82,21.68,2860,18.80,260,0,0,0,0,0,0,0
11570_66,JV,2015,7,5,-34.54,26.19,2860,18.00,260,0,0,0,0,0,0,0
11570_67,JV,2015,7,5,-34.57,26.33,2871,19.00,261,0,0,0,0,0,0,0
11570_68,JV,2015,7,7,-34.69,25.93,2431,17.00,221,0,0,0,0,0,0,0
11570_69,JV,2015,7,8,-34.77,26.07,1760,19.70,160,0,0,0,0,0,0,0
11570_70,JV,2015,7,9,-34.59,26.40,2420,22.20,220,0,0,0,0,0,0,0
11570_71,JV,2015,7,10,-34.61,26.49,2090,20.20,190,0,0,0,0,0,0,0
11570_72,JV,2015,7,11,-34.59,26.36,2211,17.70,201,0,0,0,0,0,0,0
11570_73,JV,2015,7,11,-34.41,26.30,2211,22.20,201,0,0,0,0,0,0,0
11570_74,JV,2015,7,13,-34.56,26.17,2431,20.00,221,0,0,0,0,0,0,0
11570_75,JV,2015,7,14,-34.58,26.02,2541,17.20,231,0,0,0,0,0,0,0
11570_76,JV,2015,7,15,-34.42,26.12,2882,17.40,262,0,0,0,0,0,0,0
11570_77,JV,2015,7,17,-34.60,26.19,1760,17.90,160,0,0,0,0,0,0,0
11570_78,JV,2015,7,17,-34.58,26.20,2530,18.10,230,0,0,0,0,0,0,0
11570_79,JV,2015,7,18,-34.58,26.09,2640,18.00,240,0,0,0,0,0,0,0
11570_80,JV,2015,7,19,-34.58,26.25,2662,18.30,242,0,0,0,0,0,0,0
11570_81,JV,2015,7,20,-34.60,25.72,2728,19.90,248,0,0,0,0,0,0,0
11570_82,JV,2015,7,22,-34.58,25.50,2442,19.10,222,0,0,0,0,0,0,0
11570_83,JV,2015,7,22,-34.57,26.02,2849,19.90,259,0,0,0,0,0,0,0
11570_84,JV,2015,7,23,-34.58,25.87,2651,20.90,241,0,0,0,0,0,0,0
11570_85,JV,2015,7,24,-35.05,25.58,2640,21.20,240,0,0,0,0,0,0,0
11570_86,JV,2015,7,26,-34.95,25.41,2442,20.80,222,0,0,0,0,0,0,0
11570_87,JV,2015,7,26,-34.58,25.53,2860,21.40,260,0,0,0,0,0,0,0
11570_88,JV,2015,7,27,-34.57,25.67,2420,21.90,220,0,0,0,0,0,0,0
11570_89,JV,2015,7,28,-34.57,25.74,2871,22.30,261,0,0,0,0,0,0,0
11570_90,JV,2015,7,31,-34.57,25.67,2849,19.20,259,0,0,0,0,0,0,0
11570_91,JV,2015,8,1,-34.60,25.57,2937,21.00,267,0,0,0,0,0,0,0
11582_1,JV,2015,4,30,-34.73,25.45,2904,16.20,242,0,0,0,0,0,0,0
11582_2,JV,2015,5,1,-34.70,25.55,2916,18.60,243,0,0,0,0,0,0,0
11582_3,JV,2015,5,2,-34.68,25.47,2904,21.30,242,0,0,0,0,0,0,0
11582_4,JV,2015,5,3,-34.67,25.33,2664,18.00,222,0,0,0,0,0,0,0
11582_5,JV,2015,5,5,-34.66,25.40,2352,21.50,196,0,0,0,0,0,0,0
11582_6,JV,2015,5,5,-34.63,25.20,2676,22.03,223,0,0,0,0,0,0,0
11582_7,JV,2015,5,7,-34.32,26.50,2688,23.80,224,0,0,0,0,0,0,0
11582_8,JV,2015,5,7,-34.27,26.55,2688,24.00,224,0,0,0,0,0,0,0
11582_9,JV,2015,5,8,-34.25,26.60,2664,23.80,222,0,0,0,0,0,0,0
11582_10,JV,2015,5,9,-34.25,26.59,2688,24.20,224,0,0,0,0,0,0,0
11582_11,JV,2015,5,10,-34.25,26.58,2676,23.60,223,0,0,0,0,0,0,0
11582_12,JV,2015,5,11,-34.25,26.58,2712,23.00,226,0,0,0,0,0,0,0
11582_13,JV,2015,5,12,-34.25,26.92,2760,23.50,230,0,0,0,0,0,0,0
11582_14,JV,2015,5,13,-34.20,26.72,2748,22.70,229,0,0,0,0,0,0,0
11582_15,JV,2015,5,14,-34.25,26.58,2892,23.70,241,0,0,0,0,0,0,0
11582_16,JV,2015,5,15,-34.25,26.62,2928,22.70,244,0,0,0,0,0,0,0
11582_17,JV,2015,5,16,-34.25,26.58,2916,24.00,243,0,0,0,0,0,0,0
11582_18,JV,2015,5,17,-34.27,26.54,2988,23.90,249,0,0,0,0,0,0,0
11582_19,JV,2015,5,18,-34.31,26.35,2700,24.40,225,0,0,0,0,0,0,0
11582_20,JV,2015,5,19,-34.25,26.55,2688,24.30,224,0,0,0,0,0,0,0
11582_21,JV,2015,5,20,-34.00,27.00,2700,23.80,225,0,0,0,0,0,0,0
11582_22,JV,2015,5,21,-34.12,26.92,2676,24.50,223,0,0,0,0,1,0,1
11582_23,JV,2015,5,22,-34.75,24.92,2724,23.00,227,0,0,0,0,0,0,0
11582_24,JV,2015,5,23,-34.73,24.77,2784,22.70,232,0,0,0,0,0,0,0
11582_25,JV,2015,5,25,-34.64,25.09,2892,22.70,241,0,0,0,0,0,0,0
11582_26,JV,2015,5,26,-34.60,25.72,2856,21.70,238,0,0,0,0,0,0,0
11582_27,JV,2015,5,28,-30.00,32.34,2904,23.90,242,0,0,0,0,0,0,0
11582_28,JV,2015,5,29,-30.14,31.98,3120,24.70,260,0,0,0,0,0,0,0
11582_29,JV,2015,5,30,-30.24,31.80,3120,24.50,260,0,0,0,0,0,0,0
11582_30,JV,2015,5,31,-30.26,31.73,3252,24.80,271,0,0,0,0,0,0,0
11582_31,JV,2015,6,1,-30.25,31.67,3300,25.00,275,0,0,0,0,0,0,0
11582_32,JV,2015,6,2,-30.22,31.68,3120,24.80,260,0,0,0,0,0,0,0
11582_33,JV,2015,6,4,-29.98,31.65,1776,23.50,148,0,0,0,0,0,0,0
11582_34,JV,2015,6,5,-30.03,31.63,3132,24.70,261,0,0,0,0,0,0,0
11582_35,JV,2015,6,6,-30.09,31.58,3276,24.70,273,0,0,0,0,0,0,0
11582_36,JV,2015,6,8,-30.42,31.46,3120,24.70,260,0,0,0,0,0,0,0
11582_37,JV,2015,6,8,-30.21,31.58,3120,24.30,260,0,0,0,0,1,0,1
11582_38,JV,2015,6,9,-30.27,31.52,3360,24.00,280,0,0,0,0,0,0,0
11582_39,JV,2015,6,10,-30.24,31.53,3300,24.50,275,0,0,0,0,0,0,0
11582_40,JV,2015,6,11,-30.23,31.54,3300,25.00,275,0,0,0,0,0,0,0
11582_41,JV,2015,6,12,-30.09,31.63,3288,24.70,274,0,0,0,0,0,0,0
11582_42,JV,2015,6,13,-30.30,31.60,3288,24.80,274,0,0,0,0,0,0,0
11582_43,JV,2015,6,14,-30.35,31.77,3312,24.70,276,0,0,0,0,0,0,0
11582_44,JV,2015,6,15,-31.25,30.75,3296,23.40,273,0,0,0,0,0,0,0
11582_45,JV,2015,6,17,-32.45,29.25,3132,24.40,261,0,0,0,0,0,0,0
11582_46,JV,2015,6,18,-32.94,28.74,3216,20.50,268,0,0,0,0,0,0,0
11582_47,JV,2015,6,19,-33.59,28.15,2892,24.00,241,0,0,0,0,0,0,0
11582_48,JV,2015,6,21,-35.00,27.55,2664,23.90,222,0,0,0,0,0,0,0
11582_49,JV,2015,6,21,-34.61,27.55,3060,23.70,255,0,0,0,0,0,0,0
11582_50,JV,2015,6,22,-35.00,27.12,2688,23.70,224,0,0,0,0,0,0,0
11582_51,JV,2015,6,24,-35.25,26.93,2448,22.50,204,0,0,0,0,0,0,0
11584_1,JV,2015,5,16,-34.63,25.41,2497,22.70,227,0,0,0,0,0,0,0
11584_2,JV,2015,5,17,-34.66,25.34,2530,21.30,230,0,0,0,0,0,0,0
11584_3,JV,2015,5,18,-34.66,25.58,2585,19.60,235,0,0,0,0,0,0,0
11584_4,JV,2015,5,19,-34.65,25.52,2585,22.70,235,0,0,0,0,0,0,0
11584_5,JV,2015,5,20,-34.70,25.29,2420,23.00,220,0,0,0,0,0,0,0
11584_6,JV,2015,5,21,-34.72,25.06,2420,23.70,220,0,0,0,0,0,0,0
11584_7,JV,2015,5,23,-34.90,24.46,1925,24.50,175,0,0,0,0,0,0,0
11584_8,JV,2015,5,23,-34.69,24.83,2310,22.80,210,0,0,0,0,0,0,0
11584_9,JV,2015,5,24,-34.80,24.62,2310,22.60,210,0,0,0,0,0,0,0
11584_10,JV,2015,5,26,-34.47,25.85,2200,21.40,200,0,0,0,0,0,0,0
11584_11,JV,2015,5,26,-34.48,25.91,2530,20.80,230,0,0,0,0,0,0,0
11584_12,JV,2015,5,27,-34.49,25.96,2640,21.30,240,0,0,0,0,0,0,0
11584_13,JV,2015,5,28,-34.48,25.99,2640,19.90,240,0,0,0,1,0,0,1
11584_14,JV,2015,5,29,-34.48,25.98,2200,19.60,200,0,0,0,0,0,0,0
11584_15,JV,2015,5,31,-34.55,25.53,1760,19.60,160,0,0,0,0,0,0,0
11584_16,JV,2015,6,2,-34.44,25.65,2530,20.70,230,0,0,0,0,0,0,0
11584_17,JV,2015,6,5,-34.48,25.68,2530,22.80,230,0,0,0,0,0,0,0
11584_18,JV,2015,6,6,-35.40,23.28,2420,20.70,220,0,0,0,0,0,0,0
11584_19,JV,2015,6,8,-36.83,21.17,2530,19.00,230,0,0,0,0,0,0,0
11584_20,JV,2015,6,9,-36.82,20.98,2420,20.20,220,0,0,0,0,1,0,1
11584_21,JV,2015,6,10,-36.80,20.70,2475,20.20,225,0,0,0,0,0,0,0
11584_22,JV,2015,6,10,-36.83,20.63,2640,20.70,240,0,0,0,0,0,0,0
11584_23,JV,2015,6,12,-36.87,20.69,2420,21.00,220,0,0,0,0,0,0,0
11584_24,JV,2015,6,14,-36.83,20.58,1595,20.10,145,0,0,0,0,0,0,0
11584_25,JV,2015,6,15,-36.80,21.25,1980,19.20,180,0,0,0,0,0,0,0
11584_26,JV,2015,6,17,-34.51,25.83,2585,21.90,235,0,0,0,0,0,0,0
11584_27,JV,2015,6,18,-34.53,25.98,2585,21.70,235,0,0,0,0,0,0,0
11584_28,JV,2015,6,19,-34.63,25.62,2695,23.50,245,0,0,0,0,0,0,0
11584_29,JV,2015,6,20,-34.87,25.53,2695,21.30,245,0,0,0,0,0,0,0
11584_30,JV,2015,6,21,-34.86,25.51,2695,21.00,245,0,0,0,0,0,0,0
11584_31,JV,2015,6,22,-34.52,25.79,2585,22.30,235,0,0,0,0,0,0,0
11584_32,JV,2015,6,23,-34.52,25.82,2695,23.60,245,0,0,0,0,0,0,0
11584_33,JV,2015,6,25,-34.60,25.82,2695,20.80,245,0,0,0,0,0,0,0
11584_34,JV,2015,6,26,-34.58,25.70,2695,21.70,245,0,0,0,0,0,0,0
11584_35,JV,2015,6,27,-34.60,25.51,2695,21.30,245,0,0,0,0,0,0,0
11584_36,JV,2015,6,28,-34.59,25.46,2695,18.60,245,0,0,0,0,0,0,0
11584_37,JV,2015,6,29,-34.62,25.40,2695,19.40,245,0,0,0,0,0,0,0
11584_38,JV,2015,6,30,-34.64,25.50,2695,19.70,245,0,0,0,0,0,0,0
11584_39,JV,2015,7,1,-34.62,25.48,2695,20.10,245,0,0,0,0,0,0,0
11584_40,JV,2015,7,2,-34.63,25.52,2420,20.70,220,0,0,0,0,0,0,0
11584_41,JV,2015,7,3,-34.64,25.42,2695,20.20,245,0,0,0,0,0,0,0
11584_42,JV,2015,7,4,-34.65,25.38,2695,19.30,245,0,0,0,0,0,0,0
11584_43,JV,2015,7,5,-34.65,25.36,2585,19.20,235,0,0,0,0,0,0,0
11584_44,JV,2015,7,7,-34.65,25.75,1760,17.60,160,0,0,0,0,0,0,0
11584_45,JV,2015,7,9,-34.51,26.50,2310,18.90,210,0,0,0,0,0,0,0
11584_46,JV,2015,7,10,-34.82,26.40,1760,22.00,160,0,0,0,0,0,0,0
11584_47,JV,2015,7,11,-34.50,26.38,1870,17.30,170,0,0,0,0,0,0,0
11584_48,JV,2015,7,14,-34.48,26.26,2365,19.70,215,0,0,0,0,0,0,0
11584_49,JV,2015,7,15,-34.50,26.07,2420,17.70,220,0,0,0,0,0,0,0
