set_id,fleet,year,month,day,lat,lon,hooks,sst,buoys,green,hawksbill,oliveridley,leatherback,loggerhead,turtle,total
10438_1,JV,2012,4,10,-34.75,26.23,2640,21.60,220,0,0,0,0,0,0,0
10438_2,JV,2012,4,11,-34.52,26.47,2880,20.10,240,0,0,0,0,0,0,0
10438_3,JV,2012,4,12,-34.55,26.28,2640,20.40,220,0,0,0,0,0,0,0
10438_4,JV,2012,4,13,-35.26,24.75,2640,21.50,220,0,0,0,0,0,0,0
10438_5,JV,2012,4,16,-34.64,26.25,2880,21.70,240,0,0,0,0,0,0,0
10438_6,JV,2012,4,17,-34.41,26.54,2880,22.90,240,0,0,0,0,0,0,0
10438_7,JV,2012,4,18,-34.63,26.26,2640,22.50,220,0,0,0,0,0,0,0
10438_8,JV,2012,4,19,-34.59,26.15,2760,22.00,230,0,0,0,0,0,0,0
10438_9,JV,2012,4,20,-34.60,26.02,2520,22.70,210,0,0,0,0,0,0,0
10438_10,JV,2012,4,22,-34.35,26.40,1920,23.70,160,0,0,0,0,0,0,0
10438_11,JV,2012,4,23,-34.60,26.17,2640,23.30,220,0,0,0,0,0,0,0
10438_12,JV,2012,4,24,-34.75,25.93,2760,21.20,230,0,0,0,0,0,0,0
10438_13,JV,2012,4,25,-34.63,26.08,2760,20.20,230,0,0,0,0,0,0,0
10438_14,JV,2012,4,26,-34.61,26.07,2400,22.10,200,0,0,0,0,0,0,0
10438_15,JV,2012,4,27,-34.59,25.99,2520,21.00,210,0,0,0,0,0,0,0
10438_16,JV,2012,4,28,-34.58,25.99,2760,21.30,230,0,0,0,0,0,0,0
10438_17,JV,2012,4,29,-34.58,25.91,2760,21.20,230,0,0,0,0,0,0,0
10438_18,JV,2012,5,1,-34.54,25.88,2760,22.10,230,0,0,0,0,0,0,0
10438_19,JV,2012,5,2,-34.56,26.00,2880,22.00,240,0,0,0,0,0,0,0
10438_20,JV,2012,5,3,-34.56,25.86,2520,22.70,210,0,0,0,0,0,0,0
10438_21,JV,2012,5,5,-34.55,25.89,2880,21.80,240,0,0,0,0,0,0,0
10438_22,JV,2012,5,6,-34.56,25.82,2880,22.70,240,0,0,0,0,0,0,0
10438_23,JV,2012,5,7,-34.58,25.93,2880,20.40,240,0,0,0,0,0,0,0
10438_24,JV,2012,5,8,-34.57,25.94,2880,20.60,240,0,0,0,0,0,0,0
10438_25,JV,2012,5,9,-34.56,25.90,2880,20.20,240,0,0,0,0,0,0,0
10438_26,JV,2012,5,10,-34.53,25.80,2880,20.00,240,0,0,0,0,0,0,0
10438_27,JV,2012,5,11,-34.57,25.86,3000,18.20,250,0,0,0,0,0,0,0
10438_28,JV,2012,5,13,-37.03,21.05,2760,19.10,230,0,0,0,0,0,0,0
10438_29,JV,2012,5,14,-36.77,20.14,3000,19.90,250,0,0,0,0,0,0,0
10438_30,JV,2012,5,16,-35.80,19.21,3000,20.60,250,0,0,0,0,0,0,0
10438_31,JV,2012,5,16,-35.18,17.34,2880,19.10,240,0,0,0,0,0,0,0
10438_32,JV,2012,5,18,-30.75,14.53,3240,18.50,270,0,0,0,0,0,0,0
10438_33,JV,2012,5,19,-30.84,15.00,3240,18.70,270,0,0,0,0,0,0,0
10438_34,JV,2012,5,20,-31.46,15.40,3240,18.00,270,0,0,0,0,0,0,0
10438_35,JV,2012,5,23,-34.68,25.24,3000,22.60,250,0,0,0,0,0,0,0
10438_36,JV,2012,5,24,-34.63,25.33,3000,23.00,250,0,0,0,0,0,0,0
10438_37,JV,2012,5,25,-34.47,25.36,3000,22.90,250,0,0,0,0,0,0,0
10438_38,JV,2012,5,26,-34.63,25.38,3000,23.00,250,0,0,0,0,0,0,0
10438_39,JV,2012,5,27,-34.64,25.35,3000,22.70,250,0,0,0,0,0,0,0
10438_40,JV,2012,5,28,-34.62,25.37,3000,21.60,250,0,0,0,0,0,0,0
10438_41,JV,2012,5,30,-34.62,25.41,2640,23.20,220,0,0,0,0,0,0,0
10438_42,JV,2012,5,31,-34.64,25.40,2760,23.30,230,0,0,0,0,0,0,0
10438_43,JV,2012,6,1,-34.67,25.55,2760,22.10,230,0,0,0,0,0,0,0
10438_44,JV,2012,6,2,-34.65,25.47,2880,22.70,240,0,0,0,0,0,0,0
10438_45,JV,2012,6,3,-34.63,25.46,2880,22.70,240,0,0,0,0,0,0,0
10438_46,JV,2012,6,4,-34.63,25.52,3000,21.30,250,0,0,0,0,0,0,0
10438_47,JV,2012,6,5,-34.65,25.55,3000,22.80,250,0,0,0,0,0,0,0
10438_48,JV,2012,6,6,-34.62,25.51,2760,22.80,230,0,0,0,0,0,0,0
10438_49,JV,2012,6,11,-33.95,27.09,2760,23.40,230,0,0,0,0,0,0,0
10438_50,JV,2012,6,12,-33.96,27.10,2400,20.20,200,0,0,0,0,0,0,0
10438_51,JV,2012,6,12,-34.58,25.55,2760,21.50,230,0,0,0,0,0,0,0
10438_52,JV,2012,6,13,-34.63,25.23,2400,22.40,200,0,0,0,0,0,0,0
10438_53,JV,2012,6,14,-34.40,25.41,2760,21.70,230,0,0,0,0,0,0,0
10438_54,JV,2012,6,15,-34.56,25.60,2880,22.40,240,0,0,0,0,0,0,0
10438_55,JV,2012,6,16,-34.53,25.63,2880,21.90,240,0,0,0,0,0,0,0
10438_56,JV,2012,6,17,-34.59,25.69,2880,21.70,240,0,0,0,0,0,0,0
10438_57,JV,2012,6,18,-34.59,25.68,2880,21.90,240,0,0,0,0,0,0,0
10438_58,JV,2012,6,19,-34.60,25.69,2880,22.10,240,0,0,0,0,0,0,0
10438_59,JV,2012,6,20,-34.59,25.68,2880,21.80,240,0,0,0,0,0,0,0
10438_60,JV,2012,6,21,-34.60,25.66,2880,21.30,240,0,0,0,0,0,0,0
10438_61,JV,2012,6,22,-34.59,25.67,3000,21.50,50,0,0,0,0,0,0,0
10438_62,JV,2012,6,23,-34.58,25.65,3000,21.50,250,0,0,0,0,0,0,0
10438_63,JV,2012,6,24,-34.58,25.69,3000,21.70,250,0,0,0,0,0,0,0
10438_64,JV,2012,6,27,-30.09,31.65,3000,23.50,250,0,0,0,0,0,0,0
10438_65,JV,2012,6,28,-30.08,31.59,3120,23.30,260,0,0,0,0,0,0,0
10438_66,JV,2012,6,29,-30.05,31.57,3120,23.30,260,0,0,0,0,0,0,0
10438_67,JV,2012,6,30,-30.09,31.58,3240,23.40,270,0,0,0,0,0,0,0
10438_68,JV,2012,6,1,-30.04,31.76,3000,23.40,250,0,0,0,0,0,0,0
10438_69,JV,2012,7,2,-30.07,31.57,3240,23.30,270,0,0,0,0,0,0,0
10438_70,JV,2012,7,3,-30.18,31.58,3120,22.20,260,0,0,0,0,0,0,0
10438_71,JV,2012,7,4,-30.44,31.36,2880,23.30,240,0,0,0,0,0,0,0
10438_72,JV,2012,7,5,-30.66,31.17,3240,23.10,270,0,0,0,0,0,0,0
10438_73,JV,2012,7,6,-30.76,31.10,3240,22.90,270,0,0,0,0,0,0,0
10438_74,JV,2012,7,7,-30.72,31.14,2880,22.70,240,0,0,0,0,0,0,0
10438_75,JV,2012,7,8,-30.72,31.26,3240,22.80,270,0,0,0,0,0,0,0
10438_76,JV,2012,7,9,-30.77,31.25,3240,22.80,270,0,0,0,0,0,0,0
10438_77,JV,2012,7,10,-30.73,31.26,3240,23.00,270,0,0,0,0,0,0,0
10438_78,JV,2012,7,11,-30.63,31.38,3240,22.70,270,0,0,0,0,0,0,0
10438_79,JV,2012,7,12,-30.67,31.38,3240,22.40,270,0,0,0,0,0,0,0
10438_80,JV,2012,7,13,-30.63,31.39,3240,22.60,270,0,0,0,0,0,0,0
10438_81,JV,2012,7,14,-30.66,31.27,1560,23.10,130,0,0,0,0,0,0,0
10438_82,JV,2012,7,16,-30.48,31.50,2040,22.30,170,0,0,0,0,0,0,0
10438_83,JV,2012,7,16,-30.40,31.60,2400,22.40,200,0,0,0,0,0,0,0
10438_84,JV,2012,7,17,-30.15,31.55,3000,22.30,250,0,0,0,0,0,0,0
10438_85,JV,2012,7,18,-30.33,31.31,3240,22.10,270,0,0,0,0,0,0,0
10438_86,JV,2012,7,19,-30.33,31.30,3240,22.20,270,0,0,0,0,0,0,0
10438_87,JV,2012,7,20,-30.34,31.30,3240,21.90,270,0,0,0,0,0,0,0
10438_88,JV,2012,7,21,-30.34,31.33,3240,22.50,270,0,0,0,0,0,0,0
10438_89,JV,2012,7,22,-30.17,31.46,3240,22.50,270,0,0,0,0,0,0,0
10441_1,JV,2012,4,12,-34.45,26.28,2530,20.10,230,0,0,0,0,0,0,0
10441_2,JV,2012,4,14,-34.92,25.92,1540,19.00,140,0,0,0,0,0,0,0
10441_3,JV,2012,4,16,-34.52,26.25,1925,18.90,175,0,0,0,0,0,0,0
10441_4,JV,2012,4,16,-34.50,26.40,2420,20.10,220,0,0,0,0,0,0,0
10441_5,JV,2012,4,17,-34.52,26.37,2420,21.20,220,0,0,0,0,0,0,0
10441_6,JV,2012,4,19,-34.53,26.33,1650,21.90,150,0,0,0,0,0,0,0
10441_8,JV,2012,4,20,-34.52,26.13,2310,22.00,210,0,0,0,0,0,0,0
10441_9,JV,2012,4,22,-34.52,26.10,1155,22.30,105,0,0,0,0,0,0,0
10441_10,JV,2012,4,23,-34.52,26.20,2255,22.80,205,0,0,0,0,0,0,0
10441_11,JV,2012,4,24,-34.52,26.08,2420,22.30,220,0,0,0,0,0,0,0
10441_12,JV,2012,4,26,-34.52,26.17,2255,22.60,205,0,0,0,0,0,0,0
10441_13,JV,2012,4,26,-34.52,26.13,2255,21.40,205,0,0,0,0,0,0,0
10441_14,JV,2012,4,27,-34.52,26.08,2200,21.70,200,0,0,0,0,0,0,0
10441_15,JV,2012,4,28,-34.52,26.07,2365,21.60,215,0,0,0,0,0,0,0
10441_16,JV,2012,4,30,-34.52,26.03,2475,20.80,225,0,0,0,0,0,0,0
10441_17,JV,2012,5,1,-34.50,25.95,2475,22.20,225,0,0,0,0,0,0,0
10441_18,JV,2012,5,2,-34.50,26.02,2475,21.50,225,0,0,0,0,0,0,0
10441_19,JV,2012,5,3,-34.50,25.90,1760,22.60,160,0,0,0,0,0,0,0
10441_20,JV,2012,5,5,-34.50,25.95,2475,22.20,225,0,0,0,0,0,0,0
10441_21,JV,2012,5,6,-34.50,25.85,2530,22.50,230,0,0,0,0,0,0,0
10441_22,JV,2012,5,7,-34.52,25.98,2530,21.20,230,0,0,0,0,0,0,0
10441_23,JV,2012,5,8,-34.53,25.97,2530,20.40,230,0,0,0,0,0,0,0
10441_24,JV,2012,5,9,-34.52,25.97,2310,20.00,210,0,0,0,0,0,0,0
10441_25,JV,2012,5,10,-34.52,25.87,2420,22.10,220,0,0,0,0,0,0,0
10441_26,JV,2012,5,11,-34.52,25.90,2420,18.00,220,0,0,0,0,0,0,0
10441_27,JV,2012,5,12,-34.52,25.92,2530,21.60,230,0,0,0,0,0,0,0
10441_28,JV,2012,5,13,-34.52,25.85,2530,21.80,230,0,0,0,0,0,0,0
10441_29,JV,2012,5,14,-34.52,25.85,2530,21.70,230,0,0,0,0,0,0,0
10441_30,JV,2012,5,15,-34.48,25.68,2530,22.00,230,0,0,0,0,0,0,0
10441_31,JV,2012,5,16,-34.50,25.73,2585,20.30,235,0,0,0,0,0,0,0
10441_32,JV,2012,5,21,-34.57,25.40,2530,22.20,230,0,0,0,0,0,0,0
10441_33,JV,2012,5,22,-34.57,25.57,2530,20.70,230,0,0,0,0,0,0,0
10441_34,JV,2012,5,23,-34.37,25.40,2530,22.10,230,0,0,0,0,0,0,0
10441_35,JV,2012,5,24,-34.52,25.63,2420,22.50,220,0,0,0,0,0,0,0
10441_36,JV,2012,5,26,-34.52,25.67,2365,22.30,215,0,0,0,0,0,0,0
10441_37,JV,2012,5,27,-34.52,25.52,2530,22.30,230,0,0,0,0,0,0,0
10441_38,JV,2012,5,28,-34.52,25.65,2420,21.70,220,0,0,0,0,0,0,0
10441_39,JV,2012,5,29,-34.53,25.67,2530,20.80,230,0,0,0,0,0,0,0
10441_40,JV,2012,5,30,-34.52,25.57,2420,22.70,220,0,0,0,0,0,0,0
10441_41,JV,2012,5,31,-34.48,25.47,2255,23.30,205,0,0,0,0,0,0,0
10441_42,JV,2012,6,2,-34.48,25.95,2420,22.10,220,0,0,0,0,0,0,0
10441_43,JV,2012,6,2,-34.52,25.58,2530,22.50,230,0,0,0,0,0,0,0
10441_44,JV,2012,6,3,-34.52,25.57,2475,22.40,22,0,0,0,0,0,0,0
10441_45,JV,2012,6,5,-34.55,25.77,2475,20.40,225,0,0,0,0,0,0,0
10441_46,JV,2012,6,5,-34.52,25.65,2310,21.60,210,0,0,0,0,0,0,0
10441_47,JV,2012,6,7,-34.55,25.80,2420,20.80,220,0,0,0,0,0,0,0
10441_48,JV,2012,6,10,-34.52,25.78,2530,20.90,230,0,0,0,0,0,0,0
10441_49,JV,2012,6,12,-34.50,25.62,2475,21.30,225,0,0,0,0,0,0,0
10441_50,JV,2012,6,13,-34.53,25.35,2365,22.20,215,0,0,0,0,0,0,0
10441_52,JV,2012,6,15,-34.52,24.73,2530,22.00,230,0,0,0,0,0,0,0
10441_53,JV,2012,6,16,-34.52,25.75,2475,21.90,225,0,0,0,0,0,0,0
10441_54,JV,2012,6,17,-34.53,25.78,2420,22.40,220,0,0,0,0,0,0,0
10441_55,JV,2012,6,18,-34.55,25.82,2475,20.60,225,0,0,0,0,0,0,0
10441_56,JV,2012,6,19,-34.53,25.80,2420,22.40,220,0,0,0,0,0,0,0
10441_57,JV,2012,6,21,-34.53,25.80,2420,21.40,220,0,0,0,0,0,0,0
10441_58,JV,2012,6,22,-34.53,25.82,2420,20.90,220,0,0,0,0,0,0,0
10441_59,JV,2012,6,22,-34.53,25.78,2475,20.90,225,0,0,0,0,0,0,0
10441_60,JV,2012,6,23,-34.53,25.72,2475,21.00,225,0,0,0,0,0,0,0
10441_61,JV,2012,6,24,-34.55,25.75,2365,21.40,215,0,0,0,0,0,0,0
10441_62,JV,2012,6,25,-34.57,25.78,2530,22.30,230,0,0,0,0,0,0,0
10441_63,JV,2012,6,27,-34.67,26.00,2530,19.00,230,0,0,0,0,0,0,0
10441_64,JV,2012,6,29,-34.85,34.90,1760,22.80,160,0,0,0,0,0,0,0
10450_1,JV,2012,4,23,-34.98,24.70,2400,19.10,200,0,0,0,0,0,0,0
10450_2,JV,2012,4,24,-35.06,25.11,2640,20.60,220,0,0,0,0,0,0,0
10450_3,JV,2012,4,25,-34.80,25.02,2640,22.80,220,0,0,0,0,0,0,0
10450_4,JV,2012,4,26,-34.73,26.08,2520,22.90,210,0,0,0,0,0,0,0
10450_5,JV,2012,4,27,-34.76,25.78,2600,22.00,220,0,0,0,0,0,0,0
10450_6,JV,2012,4,29,-34.45,26.15,2520,20.90,210,0,0,0,0,0,0,0
10450_7,JV,2012,4,30,-34.45,26.10,2400,18.80,200,0,0,0,0,0,0,0
10450_8,JV,2012,5,1,-34.45,25.99,2640,21.80,220,0,0,0,0,0,0,0
10450_9,JV,2012,5,2,-34.45,26.06,2640,21.70,220,0,0,0,0,0,0,0
10450_10,JV,2012,5,4,-34.45,25.92,1800,21.30,150,0,0,0,0,0,0,0
10450_11,JV,2012,5,5,-34.45,25.98,2712,21.30,226,0,0,0,0,0,0,0
10450_12,JV,2012,5,6,-34.45,25.97,2700,22.50,225,0,0,0,0,0,0,0
10450_13,JV,2012,5,8,-34.49,26.09,2520,22.40,210,0,0,0,0,0,0,0
10450_14,JV,2012,5,9,-34.48,26.06,2520,21.20,210,0,0,0,0,0,0,0
10450_15,JV,2012,5,10,-34.46,26.04,2520,20.00,210,0,0,0,0,0,0,0
10450_16,JV,2012,5,11,-34.46,25.95,2520,21.10,210,0,0,0,0,0,0,0
10450_17,JV,2012,5,12,-34.47,25.98,2400,19.80,200,0,0,0,0,0,0,0
10450_18,JV,2012,5,12,-34.46,26.00,2600,20.60,220,0,0,0,0,0,0,0
10450_19,JV,2012,5,13,-34.46,25.92,2620,22.00,220,0,0,0,0,0,0,0
10450_20,JV,2012,5,14,-34.63,25.61,2640,22.50,220,0,0,0,0,0,0,0
10450_21,JV,2012,5,15,-34.61,25.97,2520,20.20,210,0,0,0,0,0,0,0
10450_22,JV,2012,5,16,-34.59,25.58,2400,19.00,200,0,0,0,0,0,0,0
10450_23,JV,2012,5,21,-34.67,25.29,2640,22.20,220,0,0,0,0,0,0,0
10450_24,JV,2012,5,22,-34.66,25.44,2640,21.00,220,0,0,0,0,0,0,0
10450_25,JV,2012,5,23,-34.62,25.28,2640,20.90,220,0,0,0,0,0,0,0
10450_26,JV,2012,5,24,-34.61,25.42,2400,22.80,200,0,0,0,0,0,0,0
10450_27,JV,2012,5,25,-34.59,25.85,2640,22.20,220,0,0,0,0,0,0,0
10450_28,JV,2012,5,26,-34.61,25.49,2640,23.00,220,0,0,0,0,0,0,0
10450_29,JV,2012,5,27,-34.60,25.48,2640,22.00,220,0,0,0,0,0,0,0
10450_30,JV,2012,5,28,-34.60,25.51,2640,21.30,220,0,0,0,0,0,0,0
10450_31,JV,2012,5,30,-34.58,25.97,2520,20.40,210,0,0,0,0,0,0,0
10450_32,JV,2012,5,31,-34.56,25.36,2640,22.90,220,0,0,0,0,0,0,0
10450_33,JV,2012,6,2,-34.63,25.87,2520,21.60,210,0,0,0,0,0,0,0
10450_34,JV,2012,6,2,-34.58,25.85,2640,21.80,220,0,0,0,0,0,0,0
10450_35,JV,2012,6,3,-34.57,25.46,2520,22.40,210,0,0,0,0,0,0,0
10450_36,JV,2012,6,4,-34.62,25.62,2520,21.20,210,0,0,0,0,0,0,0
10450_37,JV,2012,6,5,-34.60,25.50,2160,21.70,180,0,0,0,0,0,0,0
10450_38,JV,2012,6,6,-34.57,25.47,2400,24.10,200,0,0,0,0,0,0,0
10450_39,JV,2012,6,10,-34.60,25.10,2520,22.00,210,0,0,0,0,0,0,0
10451_1,JV,2012,4,26,-31.75,30.07,3276,24.37,273,0,0,0,0,0,0,0
10451_2,JV,2012,4,27,-31.08,30.88,3336,23.87,278,0,0,0,0,0,0,0
10451_3,JV,2012,4,28,-30.55,31.25,3396,24.36,283,0,0,0,0,0,0,0
10451_4,JV,2012,4,29,-30.24,31.50,3384,24.85,282,0,0,0,0,0,0,0
10451_5,JV,2012,4,30,-30.17,31.58,3396,24.82,283,0,0,0,0,0,0,0
10451_6,JV,2012,5,1,-30.10,31.67,3336,24.72,278,0,0,0,0,0,0,0
10451_7,JV,2012,5,2,-29.97,31.87,3384,24.56,282,0,0,0,0,0,0,0
10451_8,JV,2012,5,3,-29.85,31.94,3360,24.74,280,0,0,0,0,0,0,0
10451_9,JV,2012,5,4,-30.19,31.59,3384,24.74,282,0,0,0,0,0,0,0
10451_10,JV,2012,5,5,-30.21,31.59,3360,24.40,280,0,0,0,0,0,0,0
10451_11,JV,2012,5,6,-30.20,31.58,3348,24.43,279,0,0,0,0,0,0,0
10451_12,JV,2012,5,7,-30.25,31.47,3360,24.54,280,0,0,0,0,0,0,0
10451_13,JV,2012,5,8,-29.92,32.04,3408,24.68,284,0,0,0,0,0,0,0
10451_14,JV,2012,5,10,-30.45,31.45,3372,24.50,281,0,0,0,0,0,0,0
10451_15,JV,2012,5,11,-30.63,31.25,3372,24.80,281,0,0,0,0,0,0,0
10451_16,JV,2012,5,12,-30.62,31.20,3372,24.01,281,0,0,0,0,0,0,0
10451_17,JV,2012,5,13,-30.87,31.10,3348,24.88,279,0,0,0,0,0,0,0
10451_18,JV,2012,5,14,-30.87,31.07,3408,24.94,284,0,0,0,0,0,0,0
10451_19,JV,2012,5,15,-30.78,31.49,3384,24.41,282,0,0,0,0,0,0,0
10451_20,JV,2012,5,16,-30.25,31.93,3348,24.88,279,0,0,0,0,0,0,0
10451_21,JV,2012,5,17,-30.63,31.09,3480,24.88,290,0,0,0,0,0,0,0
10451_22,JV,2012,5,18,-30.73,31.08,3384,25.01,282,0,0,0,0,0,0,0
10451_23,JV,2012,5,20,-30.76,31.12,3132,24.84,261,0,0,0,0,0,0,0
10451_24,JV,2012,5,21,-30.58,31.13,3096,24.80,258,0,0,0,0,0,0,0
10451_25,JV,2012,5,21,-30.62,31.20,3432,24.64,286,0,0,0,0,0,0,0
10451_26,JV,2012,5,22,-32.04,29.78,3372,24.31,281,0,0,0,0,0,0,0
10451_27,JV,2012,5,23,-33.38,27.93,3588,24.11,299,0,0,0,0,0,0,0
10451_28,JV,2012,5,25,-34.09,26.83,3132,23.88,261,0,0,0,0,0,0,0
10451_29,JV,2012,5,25,-34.70,25.25,2988,20.50,249,0,0,0,0,0,0,0
10451_30,JV,2012,5,26,-34.68,25.32,2928,22.86,244,0,0,0,0,0,0,0
10451_31,JV,2012,5,27,-34.67,25.31,2988,22.73,249,0,0,0,0,0,0,0
10451_32,JV,2012,5,28,-34.75,24.75,2988,21.26,249,0,0,0,0,0,0,0
10451_33,JV,2012,5,30,-34.92,24.92,2424,23.64,205,0,0,0,0,0,0,0
10451_34,JV,2012,5,30,-34.93,24.77,2916,23.41,243,0,0,0,0,0,0,0
10451_35,JV,2012,5,31,-34.93,24.63,3024,23.23,252,0,0,0,0,0,0,0
10451_36,JV,2012,6,2,-34.95,24.68,3024,23.82,252,0,0,0,0,0,0,0
10451_37,JV,2012,6,3,-34.85,24.98,3012,23.84,251,0,0,0,0,0,0,0
10451_38,JV,2012,6,3,-34.75,25.23,3096,22.80,258,0,0,0,0,0,0,0
10451_39,JV,2012,6,4,-34.73,23.06,3036,22.30,253,0,0,0,0,0,0,0
10451_40,JV,2012,6,5,-34.79,24.95,3012,22.22,251,0,0,0,0,0,0,0
10451_41,JV,2012,6,6,-34.77,25.12,3024,23.08,252,0,0,0,0,0,0,0
10451_42,JV,2012,6,10,-34.03,26.93,2880,22.68,250,0,0,0,0,0,0,0
10451_43,JV,2012,6,11,-34.02,27.02,2988,22.98,249,0,0,0,0,0,0,0
10455_1,JV,2012,4,28,-34.64,25.93,2530,22.10,230,0,0,0,0,0,0,0
10455_2,JV,2012,4,29,-34.63,25.84,2530,21.60,230,0,0,0,0,0,0,0
10455_3,JV,2012,5,1,-34.62,25.83,2530,24.00,230,0,0,0,0,0,0,0
10455_4,JV,2012,5,2,-34.62,25.94,2530,19.60,230,0,0,0,0,0,0,0
10455_5,JV,2012,5,3,-34.62,25.84,2200,22.90,200,0,0,0,0,0,0,0
10455_6,JV,2012,5,5,-34.62,25.84,2530,21.10,230,0,0,0,0,0,0,0
10455_7,JV,2012,5,6,-34.60,25.77,2530,23.70,230,0,0,0,0,0,0,0
10455_8,JV,2012,5,7,-34.62,25.90,2530,21.60,230,0,0,0,0,0,0,0
10455_9,JV,2012,5,8,-34.61,25.89,2530,26.70,230,0,0,0,0,0,0,0
10455_10,JV,2012,5,9,-34.60,25.82,2530,20.20,230,0,0,0,0,0,0,0
10455_11,JV,2012,5,10,-34.60,25.75,2530,20.20,230,0,0,0,0,0,0,0
10455_12,JV,2012,5,11,-34.62,25.79,2530,18.50,230,0,0,0,0,0,0,0
10455_13,JV,2012,5,13,-35.92,23.77,1980,23.90,180,0,0,0,0,0,0,0
10455_14,JV,2012,5,14,-34.57,25.72,2530,21.90,230,0,0,0,0,0,0,0
10455_15,JV,2012,5,15,-34.53,25.57,2530,21.60,230,0,0,0,0,0,0,0
10455_16,JV,2012,5,16,-34.55,25.65,2530,19.00,230,0,0,0,0,0,0,0
10463_1,JV,2012,5,7,-34.68,25.55,3000,20.20,250,0,0,0,0,0,0,0
10463_2,JV,2012,5,7,-34.68,25.71,3060,20.30,255,0,0,0,0,0,0,0
10463_3,JV,2012,5,8,-34.73,25.66,2607,20.90,237,0,0,0,0,0,0,0
10463_4,JV,2012,5,9,-34.67,25.74,2783,20.80,253,0,0,0,0,0,0,0
10463_5,JV,2012,5,11,-36.20,23.07,2431,18.90,221,0,0,0,0,0,0,0
10463_6,JV,2012,5,11,-36.72,21.53,3048,19.40,254,0,0,0,0,0,0,0
10463_7,JV,2012,5,12,-36.73,21.24,3024,19.70,252,0,0,0,0,0,0,0
10463_8,JV,2012,5,13,-36.92,21.08,2844,20.80,237,0,0,0,1,0,0,1
10463_9,JV,2012,5,14,-37.87,21.24,2860,18.20,260,0,0,0,0,0,0,0
10463_10,JV,2012,5,17,-34.81,24.92,2519,20.30,229,0,0,0,0,0,0,0
10463_11,JV,2012,5,21,-34.50,25.75,2607,22.80,237,0,0,0,0,0,0,0
10463_12,JV,2012,5,22,-34.51,25.58,2794,21.90,254,0,0,0,0,0,0,0
10463_13,JV,2012,5,23,-34.50,25.63,2860,21.10,260,0,0,0,0,0,0,0
10463_14,JV,2012,5,24,-34.49,25.57,2893,22.10,263,0,0,0,0,0,0,0
10463_15,JV,2012,5,25,-34.49,25.74,2585,21.60,235,0,0,0,0,0,0,0
10463_16,JV,2012,5,26,-34.49,25.77,2695,22.10,245,0,0,0,0,0,0,0
10463_17,JV,2012,5,26,-34.57,25.50,2684,22.60,244,0,0,0,0,0,0,0
10463_18,JV,2012,5,28,-34.49,25.80,2706,21.00,246,0,0,0,0,0,0,0
10463_19,JV,2012,5,29,-34.49,25.77,2772,20.70,252,0,0,0,0,0,0,0
10463_20,JV,2012,5,30,-34.53,25.54,1672,23.00,154,0,0,0,0,0,0,0
10463_21,JV,2012,5,31,-34.49,25.70,2794,22.80,254,0,0,0,0,0,0,0
10463_22,JV,2012,6,1,-34.48,25.63,2695,22.90,245,0,0,0,0,0,0,0
10463_23,JV,2012,6,1,-34.65,25.43,2706,22.40,270,0,0,0,0,0,0,0
10463_24,JV,2012,6,2,-34.66,25.39,2794,22.00,254,0,0,0,0,0,0,0
10463_25,JV,2012,6,3,-34.65,25.34,2772,22.30,252,0,0,0,0,0,0,0
10463_26,JV,2012,6,4,-34.67,25.42,2882,22.10,262,0,0,0,0,0,0,0
10470_1,JV,2012,5,17,-32.52,29.30,2761,24.40,18,0,0,0,0,0,0,0
10470_2,JV,2012,5,18,-32.09,29.82,2860,24.40,18,0,0,0,0,0,0,0
10470_3,JV,2012,5,18,-31.82,29.78,2849,24.10,18,0,0,0,0,0,0,0
10470_4,JV,2012,5,19,-31.77,29.96,3080,23.00,20,0,0,0,0,0,0,0
10470_5,JV,2012,5,20,-31.75,29.96,2959,23.30,19,0,0,0,0,0,0,0
10470_6,JV,2012,5,21,-31.82,29.85,3036,23.40,19,0,0,0,0,0,0,0
10470_7,JV,2012,5,22,-31.97,29.52,3113,23.30,20,0,0,0,0,0,0,0
10470_8,JV,2012,5,24,-33.72,27.71,1760,24.00,12,0,0,0,0,0,0,0
10470_9,JV,2012,5,25,-34.43,25.76,2750,21.50,18,0,0,0,0,0,0,0
10470_10,JV,2012,5,26,-34.44,25.89,2541,23.30,16,0,0,0,0,0,0,0
10470_11,JV,2012,5,27,-34.43,25.67,2596,21.60,17,0,0,0,0,0,0,0
10470_12,JV,2012,5,28,-34.42,25.95,2629,20.80,17,0,0,0,0,0,0,0
10470_13,JV,2012,5,29,-34.43,25.86,2827,21.20,18,0,0,0,0,0,0,0
10470_14,JV,2012,5,30,-34.51,25.69,2090,20.90,14,0,0,0,0,0,0,0
10470_15,JV,2012,5,31,-34.44,25.89,2651,22.90,17,0,0,0,0,0,0,0
10470_16,JV,2012,6,2,-35.74,22.99,3058,22.30,19,0,0,0,0,0,0,0
10470_17,JV,2012,6,4,-34.49,25.69,3014,22.00,19,0,0,0,0,0,0,0
10470_18,JV,2012,6,5,-34.52,25.86,3025,20.40,19,0,0,0,0,0,0,0
10470_19,JV,2012,6,6,-34.50,25.73,2860,21.30,18,0,0,0,0,0,0,0
10470_20,JV,2012,6,7,-34.52,25.90,2695,20.50,17,0,0,0,0,0,0,0
10470_21,JV,2012,6,11,-34.48,25.84,2970,20.80,19,0,0,0,0,0,0,0
